,acronym,name,color_hex_triplet,graph_order,id,structure_id_path
1105,PTLp6a,"Posterior parietal association areas, layer 6a",009FAC,344,308,/997/8/567/688/695/315/22/308/
1106,ENTmv5/6,"Entorhinal area, medial part, ventral zone, layer 5/6",32B825,522,1133,/997/8/567/688/695/1089/822/909/934/1133/
1107,sV,sensory root of the trigeminal nerve,CCCCCC,1127,229,/997/1009/967/901/229/
1108,AUDp1,"Primary auditory area, layer 1",019399,137,735,/997/8/567/688/695/315/247/1002/735/
1109,AM,Anteromedial nucleus,FF909F,676,127,/997/8/343/1129/549/856/239/127/
1110,HATA,Hippocampo-amygdalar transition area,33B932,553,589508447,/997/8/567/688/695/1089/822/589508447/
1111,PL6b,"Prelimbic area, layer 6b",2FA850,244,132,/997/8/567/688/695/315/972/132/
1112,RSPagl1,"Retrosplenial area, lateral agranular part, layer 1",1AA698,299,671,/997/8/567/688/695/315/254/894/671/
1113,PSV,Principal sensory nucleus of the trigeminal,FFAE6F,889,7,/997/8/343/1065/771/1132/7/
1114,CA3sp,"Field CA3, pyramidal layer",66A83D,471,495,/997/8/567/688/695/1089/1080/375/463/495/
1115,SSp-bfd1,"Primary somatosensory area, barrel field, layer 1",188064,52,981,/997/8/567/688/695/315/453/322/329/981/
1116,VISC2/3,"Visceral area, layer 2/3",11AD83,116,1106,/997/8/567/688/695/315/677/1106/
1117,GU6b,"Gustatory areas, layer 6b",009C75,113,662,/997/8/567/688/695/315/1057/662/
1118,gVIIn,genu of the facial nerve,CCCCCC,1132,1116,/997/1009/967/798/1116/
1119,AN,Ansiform lobule,FFFC91,1071,1017,/997/8/512/528/1073/1017/
1120,SPVOvl,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",FFA5D2,961,69,/997/8/343/1065/354/386/445/69/
1121,VISp,Primary visual area,08858C,185,385,/997/8/567/688/695/315/669/385/
1122,vlt,ventrolateral hypothalamic tract,CCCCCC,1263,405,/997/1009/991/824/405/
1123,BSTfu,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus",B3C0DF,626,513,/997/8/567/623/803/809/351/359/513/
1124,VISam,Anteromedial visual area,08858C,171,394,/997/8/567/688/695/315/669/394/
1125,LDT,Laterodorsal tegmental nucleus,FFC395,929,162,/997/8/343/1065/771/1117/162/
1126,SLC,Subceruleus nucleus,FFC395,933,350,/997/8/343/1065/771/1117/350/
1127,MY-sen,"Medulla, sensory related",FFA5D2,936,386,/997/8/343/1065/354/386/
1128,PL2,"Prelimbic area, layer 2",2FA850,240,195,/997/8/567/688/695/315/972/195/
1129,ECT1,Ectorhinal area/Layer 1,0D9F91,374,836,/997/8/567/688/695/315/895/836/
1130,VISm2/3,"Medial visual area, layer 2/3",1AA698,320,480149322,/997/8/567/688/695/315/254/894/480149314/480149322/
1131,PVHmpv,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",FF4C3E,786,464,/997/8/343/1129/1097/467/63/464/
1132,AI,Agranular insular area,219866,278,95,/997/8/567/688/695/315/95/
1133,SUBv-sp,"Subiculum, ventral part, pyramidal layer",4BB547,542,870,/997/8/567/688/695/1089/822/502/518/870/
1134,PeF,Perifornical nucleus,F2483B,798,576073704,/997/8/343/1129/1097/290/576073704/
1135,SOC,Superior olivary complex,FFAE6F,902,398,/997/8/343/1065/771/1132/398/
1136,AUDd1,"Dorsal auditory area, layer 1",019399,123,527,/997/8/567/688/695/315/247/1011/527/
1137,chfl,choroid fissure,AAAAAA,1297,116,/997/73/81/116/
1138,amc,amygdalar capsule,CCCCCC,1240,884,/997/1009/991/768/884/
1139,SSp-m5,"Primary somatosensory area, mouth, layer 5",188064,76,974,/997/8/567/688/695/315/453/322/345/974/
1140,InCo,Intercollicular nucleus,FF90FF,851,549009207,/997/8/343/313/323/549009207/
1141,ACAv6b,"Anterior cingulate area, ventral part, 6b",40A666,237,819,/997/8/567/688/695/315/31/48/819/
1142,VMHc,"Ventromedial hypothalamic nucleus, central part",FF4C3E,789,769,/997/8/343/1129/1097/467/693/769/
1143,ANcr1pu,"Crus 1, Purkinje layer",FFFC91,1074,10676,/997/8/512/528/1073/1017/1056/10676/
1144,lot,"lateral olfactory tract, body",CCCCCC,1108,665,/997/1009/967/840/21/665/
1145,CUL5pu,"Lobule V, Purkinje layer",FFFC91,1040,10718,/997/8/512/528/645/928/1001/10718/
1146,VISC6a,"Visceral area, layer 6a",11AD83,119,857,/997/8/567/688/695/315/677/857/
1147,EPI,Epithalamus,FF909F,711,958,/997/8/343/1129/549/856/958/
1148,CA2sp,"Field CA2, pyramidal layer",66A83D,465,446,/997/8/567/688/695/1089/1080/375/423/446/
1149,SSp-un2/3,"Primary somatosensory area, unassigned, layer 2/3",188064,95,182305697,/997/8/567/688/695/315/453/322/182305689/182305697/
1150,LC,Locus ceruleus,FFC395,928,147,/997/8/343/1065/771/1117/147/
1151,ACAv1,"Anterior cingulate area, ventral part, layer 1",40A666,233,588,/997/8/567/688/695/315/31/48/588/
1152,SSp-ll2/3,"Primary somatosensory area, lower limb, layer 2/3",188064,67,113,/997/8/567/688/695/315/453/322/337/113/
1153,ProSv-m,"Prosubiculum, ventral part, molecular layer",58BA48,550,484682496,/997/8/567/688/695/1089/822/484682470/484682492/484682496/
1154,PVi,"Periventricular hypothalamic nucleus, intermediate part",FF5D50,732,118,/997/8/343/1129/1097/157/118/
1155,AUDv6a,"Ventral auditory area, layer 6a",019399,155,520,/997/8/567/688/695/315/247/1018/520/
1156,mtV,midbrain tract of the trigeminal nerve,CCCCCC,1128,705,/997/1009/967/901/229/705/
1157,SIMpu,"Simple lobule, Purkinje layer",FFFC91,1069,10673,/997/8/512/528/1073/1007/10673/
1158,PP,Peripeduncular nucleus,FF8084,656,1044,/997/8/343/1129/549/864/1044/
1159,UVUgr,"Uvula (IX), granular layer",ECE754,1061,10732,/997/8/512/528/645/957/10732/
1160,cett,cervicothalamic tract,CCCCCC,1150,932,/997/1009/967/792/932/
1161,MA,Magnocellular nucleus,A2B1D8,614,298,/997/8/567/623/803/835/298/
1162,ILA,Infralimbic area,59B363,245,44,/997/8/567/688/695/315/44/
1163,VISam2/3,"Anteromedial visual area, layer 2/3",08858C,173,1066,/997/8/567/688/695/315/669/394/1066/
1164,SAG,Nucleus sagulum,FF7AFF,817,271,/997/8/343/313/339/271/
1165,P-sen,"Pons, sensory related",FFAE6F,884,1132,/997/8/343/1065/771/1132/
1166,SCdg,"Superior colliculus, motor related, deep gray layer",FF90FF,831,26,/997/8/343/313/323/294/26/
1167,PERI,Perirhinal area,0E9684,367,922,/997/8/567/688/695/315/922/
1168,GR,Gracile nucleus,FFA5D2,945,1039,/997/8/343/1065/354/386/720/1039/
1169,ICe,"Inferior colliculus, external nucleus",FF7AFF,815,828,/997/8/343/313/339/4/828/
1170,BSTmg,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus",B3C0DF,628,521,/997/8/567/623/803/809/351/359/521/
1171,sup,supraoptic commissures,CCCCCC,1265,349,/997/1009/991/824/349/
1172,icf,intercrural fissure,AAAAAA,1320,34,/997/1024/1040/34/
1173,PVHm,"Paraventricular hypothalamic nucleus, magnocellular division",FF5D50,721,71,/997/8/343/1129/1097/157/38/71/
1174,CN,Cochlear nuclei,FFA5D2,938,607,/997/8/343/1065/354/386/607/
1175,ri,rhinal incisure,AAAAAA,1309,1078,/997/1024/1032/1078/
1176,mfbse,epithalamus related,CCCCCC,1284,1083,/997/1009/991/824/1083/
1177,moV,motor root of the trigeminal nerve,CCCCCC,1126,93,/997/1009/967/901/93/
1178,SS1,"Somatosensory areas, layer 1",188064,31,12993,/997/8/567/688/695/315/453/12993/
1179,SUBv-m,"Subiculum, ventral part, molecular layer",4FC244,541,853,/997/8/567/688/695/1089/822/502/518/853/
1180,vc,ventral commissure of the spinal cord,CCCCCC,1153,858,/997/1009/967/792/932/858/
1181,PG,Pontine gray,FFBA86,912,931,/997/8/343/1065/771/987/931/
1182,PAR3,"Parasubiculum, layer 3",72D569,526,10695,/997/8/567/688/695/1089/822/843/10695/
1183,SSp-n5,"Primary somatosensory area, nose, layer 5",188064,48,702,/997/8/567/688/695/315/453/322/353/702/
1184,VISlla5,"Laterolateral anterior visual area,layer 5",019399,133,480149246,/997/8/567/688/695/315/247/1011/480149230/480149246/
1185,AUDpo6a,"Posterior auditory area, layer 6a",019399,148,249,/997/8/567/688/695/315/247/1027/249/
1186,DECpu,"Declive (VI), Purkinje layer",FFFC91,1048,10724,/997/8/512/528/645/936/10724/
1187,COPYgr,"Copula pyramidis, granular layer",ECE754,1087,10684,/997/8/512/528/1073/1033/10684/
1188,TTd1,"Taenia tecta, dorsal part, layer 1",62D09F,401,1034,/997/8/567/688/695/698/589/597/1034/
1189,rst,retriculospinal tract,CCCCCC,1234,855,/997/1009/1000/855/
1190,VISa4,"Anterior area, layer 4",009FAC,349,312782558,/997/8/567/688/695/315/22/312782546/312782558/
1191,VPLpc,"Ventral posterolateral nucleus of the thalamus, parvicellular part",FF8084,648,725,/997/8/343/1129/549/864/637/709/725/
1192,CA1slm,"Field CA1, stratum lacunosum-moleculare",7ED04B,458,391,/997/8/567/688/695/1089/1080/375/382/391/
1193,MV,Medial vestibular nucleus,FFB3D9,1003,202,/997/8/343/1065/354/370/701/202/
1194,PAA1-3,"Piriform-amygdalar area, layers 1-3",59DAAB,445,400,/997/8/567/688/695/698/788/400/
1195,BLAv,"Basolateral amygdalar nucleus, ventral part",9DE79C,565,451,/997/8/567/688/703/295/451/
1196,CTX,Cerebral cortex,B0FFB8,3,688,/997/8/567/688/
1197,VISpor2/3,"Postrhinal area, layer 2/3",08858C,215,312782636,/997/8/567/688/695/315/669/312782628/312782636/
1198,ENTl6b,"Entorhinal area, lateral part, layer 6b",32B825,506,60,/997/8/567/688/695/1089/822/909/918/60/
1199,AId,"Agranular insular area, dorsal part",219866,279,104,/997/8/567/688/695/315/95/104/
1200,VISrll4,"Rostrolateral lateral visual area, layer 4",188064,61,480149214,/997/8/567/688/695/315/453/322/329/480149202/480149214/
1201,POL,Posterior limiting nucleus of the thalamus,FF909F,670,1029,/997/8/343/1129/549/856/138/1029/
1202,VISam5,"Anteromedial visual area, layer 5",08858C,175,433,/997/8/567/688/695/315/669/394/433/
1203,LAT,Lateral group of the dorsal thalamus,FF909F,667,138,/997/8/343/1129/549/856/138/
1204,ZI,Zona incerta,F2483B,802,797,/997/8/343/1129/1097/290/797/
1205,MEV,Midbrain trigeminal nucleus,FF7AFF,819,460,/997/8/343/313/339/460/
1206,NLLv,"Nucleus of the lateral lemniscus, ventral part",FFAE6F,888,99,/997/8/343/1065/771/1132/612/99/
1207,BSTse,"Bed nuclei of the stria terminalis, posterior division, strial extension",B3C0DF,637,602,/997/8/567/623/803/809/351/367/602/
1208,FRP6a,"Frontal pole, layer 6a",268F45,10,526157196,/997/8/567/688/695/315/184/526157196/
1209,VMH,Ventromedial hypothalamic nucleus,FF4C3E,787,693,/997/8/343/1129/1097/467/693/
1210,pm,principal mammillary tract,CCCCCC,1278,753,/997/1009/991/824/46/753/
1211,VTA,Ventral tegmental area,FF90FF,823,749,/997/8/343/313/323/749/
1212,CENT2mo,"Lobule II, molecular layer",FFFC91,1026,10710,/997/8/512/528/645/920/976/10710/
1213,DGmb-mo,"Dentate gyrus medial blade, molecular layer",7ED04B,487,807,/997/8/567/688/695/1089/1080/726/799/807/
1214,LP,Lateral posterior nucleus of the thalamus,FF909F,668,218,/997/8/343/1129/549/856/138/218/
1215,AIv6a,"Agranular insular area, ventral part, layer 6a",219866,295,675,/997/8/567/688/695/315/95/119/675/
1216,CA1sr,"Field CA1, stratum radiatum",7ED04B,461,415,/997/8/567/688/695/1089/1080/375/382/415/
1217,ENTm3,"Entorhinal area, medial part, dorsal zone, layer 3",32B825,512,664,/997/8/567/688/695/1089/822/909/926/664/
1218,PBmm,"Parabrachial nucleus, medial division, medial medial part",FFAE6F,900,915,/997/8/343/1065/771/1132/867/890/915/
1219,MGd,"Medial geniculate complex, dorsal part",FF8084,659,1072,/997/8/343/1129/549/864/1008/475/1072/
1220,SIMmo,"Simple lobule, molecular layer",FFFC91,1068,10674,/997/8/512/528/1073/1007/10674/
1221,PFLmo,"Paraflocculus, molecular layer",FFFC91,1089,10689,/997/8/512/528/1073/1041/10689/
1222,mlf,medial longitudinal fascicle,CCCCCC,1120,62,/997/1009/967/832/62/
1223,VISmma6a,"Mediomedial anterior visual area, layer 6a",1AA698,309,480149278,/997/8/567/688/695/315/254/894/480149258/480149278/
1224,DGlb-mo,"Dentate gyrus lateral blade, molecular layer",7ED04B,483,775,/997/8/567/688/695/1089/1080/726/766/775/
1225,PSTN,Parasubthalamic nucleus,F2483B,797,364,/997/8/343/1129/1097/290/364/
1226,HIP,Hippocampal region,7ED04B,455,1080,/997/8/567/688/695/1089/1080/
1227,VISm4,"Medial visual area, layer 4",1AA698,321,480149326,/997/8/567/688/695/315/254/894/480149314/480149326/
1228,IVn,trochlear nerve,CCCCCC,1122,911,/997/1009/967/911/
1229,VISrll6a,"Rostrolateral lateral visual area, layer 6a",188064,63,480149222,/997/8/567/688/695/315/453/322/329/480149202/480149222/
1230,ACB,Nucleus accumbens,80CDF8,575,56,/997/8/567/623/477/493/56/
1231,tsp,tectospinal pathway,CCCCCC,1226,877,/997/1009/1000/877/
1232,grv,grooves,AAAAAA,1304,1024,/997/1024/
1233,PYRmo,"Pyramus (VIII), molecular layer",FFFC91,1055,10731,/997/8/512/528/645/951/10731/
1234,VISrll2/3,"Rostrolateral lateral visual area, layer 2/3",188064,60,480149210,/997/8/567/688/695/315/453/322/329/480149202/480149210/
1235,UVU,Uvula (IX),FFFC91,1058,957,/997/8/512/528/645/957/
1236,AONe,"Anterior olfactory nucleus, external part",54BF94,392,175,/997/8/567/688/695/698/159/175/
1237,cct,cuneocerebellar tract,CCCCCC,1182,499,/997/1009/960/752/1123/499/
1238,DP,Dorsal peduncular area,A4DAA4,410,814,/997/8/567/688/695/698/814/
1239,VMHdm,"Ventromedial hypothalamic nucleus, dorsomedial part",FF4C3E,790,777,/997/8/343/1129/1097/467/693/777/
1240,SCdw,"Superior colliculus, motor related, deep white layer",FF90FF,832,42,/997/8/343/313/323/294/42/
1241,NLOT2,"Nucleus of the lateral olfactory tract, pyramidal layer",95E4C8,424,268,/997/8/567/688/695/698/619/268/
1242,ILA2,"Infralimbic area, layer 2",59B363,247,747,/997/8/567/688/695/315/44/747/
1243,STR,Striatum,98D6F9,571,477,/997/8/567/623/477/
1244,MEAav,"Medial amygdalar nucleus, anteroventral part",80C0E2,602,418,/997/8/567/623/477/278/403/418/
1245,PBm,"Parabrachial nucleus, medial division",FFAE6F,898,890,/997/8/343/1065/771/1132/867/890/
1246,NTSge,"Nucleus of the solitary tract, gelatinous part",FFA5D2,951,674,/997/8/343/1065/354/386/651/674/
1247,ptf,pallidotegmental fascicle,CCCCCC,1223,134,/997/1009/1000/760/134/
1248,SSp6a,"Primary somatosensory area, layer 6a",188064,42,686,/997/8/567/688/695/315/453/322/686/
1249,VM,Ventral medial nucleus of the thalamus,FF8084,645,685,/997/8/343/1129/549/864/637/685/
1250,phpl,"propriohypothalamic pathways, lateral",CCCCCC,1273,770,/997/1009/991/824/182/770/
1251,PAA3,"Piriform-amygdalar area, polymorph layer",59DAAB,448,424,/997/8/567/688/695/698/788/424/
1252,ORB2/3,"Orbital area, layer 2/3",248A5E,254,492,/997/8/567/688/695/315/714/492/
1253,MBO,Mammillary body,FF4C3E,762,331,/997/8/343/1129/1097/467/331/
1254,VIn,abducens nerve,CCCCCC,1124,710,/997/1009/967/710/
1255,ctb,central tegmental bundle,CCCCCC,1233,736,/997/1009/1000/736/
1256,BST,Bed nuclei of the stria terminalis,B3C0DF,621,351,/997/8/567/623/803/809/351/
1257,phpd,"propriohypothalamic pathways, dorsal",CCCCCC,1272,762,/997/1009/991/824/182/762/
1258,SMT,Submedial nucleus of the thalamus,FF909F,689,366,/997/8/343/1129/549/856/444/366/
1259,MOs6a,"Secondary motor area, layer 6a",1F9D5A,28,1021,/997/8/567/688/695/315/500/993/1021/
1260,SSN,Superior salivatory nucleus,FFBA86,916,462,/997/8/343/1065/771/987/462/
1261,cbf,cerebellum related fiber tracts,CCCCCC,1171,960,/997/1009/960/
1262,TTd1-4,"Taenia tecta, dorsal part, layers 1-4",62D09F,400,297,/997/8/567/688/695/698/589/597/297/
1263,ASO,Accessory supraoptic group,FF5D50,718,332,/997/8/343/1129/1097/157/332/
1264,VISm1,"Medial visual area, layer 1",1AA698,319,480149318,/997/8/567/688/695/315/254/894/480149314/480149318/
1265,ACA5,"Anterior cingulate area, layer 5",40A666,223,739,/997/8/567/688/695/315/31/739/
1266,AMBd,"Nucleus ambiguus, dorsal division",FFB3D9,971,939,/997/8/343/1065/354/370/135/939/
1267,tp,thalamic peduncles,CCCCCC,1215,365,/997/1009/983/896/365/
1268,RSPd1,"Retrosplenial area, dorsal part, layer 1",1AA698,326,442,/997/8/567/688/695/315/254/879/442/
1269,lfbst,thalamus related,CCCCCC,1211,896,/997/1009/983/896/
1270,PAR2,"Parasubiculum, layer 2",72D569,525,10694,/997/8/567/688/695/1089/822/843/10694/
1271,VISlla2/3,"Laterolateral anterior visual area, layer 2/3",019399,131,480149238,/997/8/567/688/695/315/247/1011/480149230/480149238/
1272,KF,Koelliker-Fuse subnucleus,FFAE6F,891,123,/997/8/343/1065/771/1132/867/123/
1273,DP2/3,"Dorsal peduncular area, layer 2/3",A4DAA4,413,360,/997/8/567/688/695/698/814/360/
1274,PA,Posterior amygdalar nucleus,97EC93,569,780,/997/8/567/688/703/780/
1275,MEAad,"Medial amygdalar nucleus, anterodorsal part",80C0E2,601,411,/997/8/567/623/477/278/403/411/
1276,SCig-b,"Superior colliculus, motor related, intermediate gray layer, sublayer b",FF90FF,836,503,/997/8/343/313/323/294/10/503/
1277,ENTm4,"Entorhinal area, medial part, dorsal zone, layer 4",32B825,513,712,/997/8/567/688/695/1089/822/909/926/712/
1278,PHY,Perihypoglossal nuclei,FFB3D9,993,154,/997/8/343/1065/354/370/154/
1279,SUMm,"Supramammillary nucleus, medial part",FF4C3E,772,1118,/997/8/343/1129/1097/467/331/525/1118/
1280,VII,Facial motor nucleus,FFB3D9,967,661,/997/8/343/1065/354/370/661/
1281,ORBm1,"Orbital area, medial part, layer 1",248A5E,265,484,/997/8/567/688/695/315/714/731/484/
1282,sst,spinothalamic tract,CCCCCC,1160,871,/997/1009/967/871/
1283,MEPO,Median preoptic nucleus,FF5547,743,452,/997/8/343/1129/1097/141/452/
1284,IPC,"Interpeduncular nucleus, caudal",FFA6FF,872,607344838,/997/8/343/313/348/165/100/607344838/
1285,AUDd,Dorsal auditory area,019399,122,1011,/997/8/567/688/695/315/247/1011/
1286,DGcr-po,"Dentate gyrus crest, polymorph layer",7ED04B,480,751,/997/8/567/688/695/1089/1080/726/734/751/
1287,VISmmp6a,"Mediomedial posterior visual area, layer 6a",1AA698,316,480149306,/997/8/567/688/695/315/254/894/480149286/480149306/
1288,CUL4pu,"Lobule IV, Purkinje layer",FFFC91,1036,10715,/997/8/512/528/645/928/992/10715/
1289,MRNp,"Midbrain reticular nucleus, parvicellular part",FF90FF,829,555,/997/8/343/313/323/128/555/
1290,AIv5,"Agranular insular area, ventral part, layer 5",219866,294,800,/997/8/567/688/695/315/95/119/800/
1291,PVHpm,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",FF5D50,724,103,/997/8/343/1129/1097/157/38/71/103/
1292,PBme,"Parabrachial nucleus, medial division, external medial part",FFAE6F,899,899,/997/8/343/1065/771/1132/867/890/899/
1293,nf,nodular fissure,AAAAAA,1318,18,/997/1024/1040/18/
1294,POR,"Superior olivary complex, periolivary region",FFAE6F,903,122,/997/8/343/1065/771/1132/398/122/
1295,ANcr2mo,"Crus 2, molecular layer",FFFC91,1077,10680,/997/8/512/528/1073/1017/1064/10680/
1296,CA,Ammon's horn,7ED04B,456,375,/997/8/567/688/695/1089/1080/375/
1297,MDRNv,"Medullary reticular nucleus, ventral part",FFB3D9,987,1107,/997/8/343/1065/354/370/395/1107/
1298,ORBm6a,"Orbital area, medial part, layer 6a",248A5E,269,910,/997/8/567/688/695/315/714/731/910/
1299,SSp-bfd5,"Primary somatosensory area, barrel field, layer 5",188064,55,1070,/997/8/567/688/695/315/453/322/329/1070/
1300,IAM,Interanteromedial nucleus of the thalamus,FF909F,680,1120,/997/8/343/1129/549/856/239/1120/
1301,ENTl2b,"Entorhinal area, lateral part, layer 2b",32B825,499,764,/997/8/567/688/695/1089/822/909/918/764/
1302,CUL5gr,"Lobule V, granular layer",ECE754,1041,10717,/997/8/512/528/645/928/1001/10717/
1303,VIS5,"Visual areas, layer 5",08858C,161,937,/997/8/567/688/695/315/669/937/
1304,ProSd-sp,"Prosubiculum, dorsal part, pyramidal layer",56B84B,547,484682483,/997/8/567/688/695/1089/822/484682470/484682475/484682483/
1305,GU,Gustatory areas,009C75,107,1057,/997/8/567/688/695/315/1057/
1306,VISpm,posteromedial visual area,08858C,199,533,/997/8/567/688/695/315/669/533/
1307,DGcr,Dentate gyrus crest,7ED04B,478,734,/997/8/567/688/695/1089/1080/726/734/
1308,MRNmg,"Midbrain reticular nucleus, magnocellular part, general",FF90FF,828,548,/997/8/343/313/323/128/548/
1309,SCsg,"Superior colliculus, superficial gray layer",FF7AFF,810,842,/997/8/343/313/339/302/842/
1310,CA1sp,"Field CA1, pyramidal layer",66A83D,460,407,/997/8/567/688/695/1089/1080/375/382/407/
1311,fr,fasciculus retroflexus,CCCCCC,1286,595,/997/1009/991/824/1083/595/
1312,islm,Major island of Calleja,80CDF8,579,489,/997/8/567/623/477/493/754/489/
1313,LD,Lateral dorsal nucleus of thalamus,FF909F,682,155,/997/8/343/1129/549/856/239/155/
1314,SCO,Subcommissural organ,FF7AFF,820,599626923,/997/8/343/313/339/599626923/
1315,TMd,"Tuberomammillary nucleus, dorsal part",FF4C3E,774,1126,/997/8/343/1129/1097/467/331/557/1126/
1316,IO,Inferior olivary complex,FFB3D9,977,83,/997/8/343/1065/354/370/83/
1317,NTS,Nucleus of the solitary tract,FFA5D2,948,651,/997/8/343/1065/354/386/651/
1318,IPR,"Interpeduncular nucleus, rostral",FFA6FF,871,607344834,/997/8/343/313/348/165/100/607344834/
1319,or,optic radiation,CCCCCC,1216,484682520,/997/1009/983/896/484682520/
1320,CA2so,"Field CA2, stratum oriens",7ED04B,464,438,/997/8/567/688/695/1089/1080/375/423/438/
1321,retina,retina,7F2E7E,1326,304325711,/997/304325711/
1322,ENTmv2,"Entorhinal area, medial part, ventral zone, layer 2",32B825,519,324,/997/8/567/688/695/1089/822/909/934/324/
1323,SubG,Subgeniculate nucleus,FF909F,710,321,/997/8/343/1129/549/856/1014/321/
1324,A13,Dopaminergic A13 group,F2483B,803,796,/997/8/343/1129/1097/290/797/796/
1325,fx,columns of the fornix,CCCCCC,1252,436,/997/1009/991/768/1099/737/436/
1326,tspd,direct tectospinal pathway,CCCCCC,1227,1051,/997/1009/1000/877/1051/
